,centralized_coupled,decoupled,coordinated,decoupled_wds_penalties,coordinated_wds_penalties,decoupled_wds_cost,coordinated_wds_cost,decoupled_wds_vol,coordinated_wds_vol,decoupled_final_vol,coordinated_final_vol,t,start_time,wds_demand_factor,pds_demand_factor,pv_factor,outage_lines,n_outage_lines,tanks_state,batteries_state,final_tanks_ratio
733,8037.484737555429,8405.35225823322,8048.455427827128,"[0.0, 0.0]","[0.0, 12.0]",117.98500000000001,61.610000000000014,3003.0,1404.0,"[1426.1896209964777, 326.75715505300906]","[319.1896209964782, 80.7571550530091]",18,11,0.8361,1.0424,0.8359,[18],1,"[0.797, 0.3405]","[0.2516, 0.6621, 0.4863, 0.4204]",0.2
734,11909.025396612846,12366.99993140859,11893.730539299337,"[89.0, 73.0]","[160.0, 73.0]",326.5515,410.5625,5585.0,5514.0,"[387.5971213972574, 66.4314242407504]","[316.5971213972579, 66.43142424075043]",21,4,0.9996,1.1726,1.0333,[13],1,"[0.5636, 0.3674]","[0.203, 0.3932, 0.6078, 0.504]",0.2
735,1024.31429674579,1479.7522806568027,1024.314297237092,"[0.0, 0.0]","[0.0, 61.0]",109.43500000000002,0.0,2371.0,0.0,"[2912.1024614190637, 587.432007791021]","[1525.102461419064, 95.43200779102096]",6,3,1.1923,0.9401,0.9809,"[10, 21]",2,"[0.9102, 0.4545]","[0.3328, 0.7967, 0.5026, 0.5785]",0.2
736,8291.458090525062,8472.962179596778,8284.775666565774,"[61.0, 52.0]","[6.0, 52.0]",269.805,324.135,4139.0,4194.0,"[354.66754502709057, 68.86237821530017]","[409.66754502709057, 68.86237821530017]",20,5,0.8521,0.9237,0.8468,[4],1,"[0.2013, 0.8972]","[0.2243, 0.7702, 0.237, 0.413]",0.2
737,4141.861140625321,,4193.93354131926,,,,,,,,,19,12,0.98,0.8089,1.0563,"[6, 10]",2,"[0.416, 0.3655]","[0.7232, 0.533, 0.3437, 0.7513]",0.2
738,5000.064377530583,5608.238548321788,5013.437124333915,"[0.0, 0.0]","[189.0, 74.0]",235.47000000000003,105.87,5455.5,2126.0,"[2271.6004801731115, 711.9138066118456]","[254.100480173111, 55.91380661184573]",19,13,1.1435,0.847,1.1143,"[3, 16]",2,"[0.9172, 0.709]","[0.7845, 0.9344, 0.9295, 0.7912]",0.2
739,1077.773076667412,1561.3808104259178,1077.7730750842065,"[0.0, 0.0]","[0.0, 0.0]",146.99,0.0,3341.0,0.0,"[3341.4232317012484, 1150.1459483265473]","[1148.423231701248, 576.1459483265473]",8,23,1.1827,0.932,1.1849,"[23, 28]",2,"[0.6261, 0.711]","[0.9627, 0.2809, 0.4471, 0.6891]",0.2
740,5942.28310928137,6281.783583289301,6079.4314087082985,"[0.0, 0.0]","[0.0, 95.0]",224.675,328.3125,4259.0,4362.0,"[425.45740546262704, 175.04061866559167]","[856.4574054626269, 11.040618665591673]",24,5,0.8382,0.809,0.8223,"[15, 27]",2,"[0.3369, 0.8986]","[0.7639, 0.2682, 0.7201, 0.7229]",0.2
741,5754.531051425668,6153.254823056574,5896.896559108295,"[0.0, 0.0]","[140.0, 48.0]",314.0,418.092,6125.0,4984.0,"[1061.7367264713844, 230.54145201439346]","[248.73672647138665, 66.54145201439351]",20,21,0.996,0.8442,0.9678,"[28, 31]",2,"[0.2285, 0.3094]","[0.8112, 0.2144, 0.9474, 0.2691]",0.2
742,7336.874433544072,8376.166095361717,7343.0068871661515,"[0.0, 0.0]","[0.0, 22.0]",213.00000000000003,61.06000000000001,4717.0,1354.0,"[2611.9765013843084, 650.6352687290954]","[396.9765013843084, 76.63526872909546]",13,16,0.9875,1.1754,0.8743,"[1, 6]",2,"[0.5412, 0.3114]","[0.2178, 0.8953, 0.6433, 0.687]",0.2
743,5815.155788533727,6040.322436068816,5887.610724415392,"[0.0, 0.0]","[133.0, 69.0]",282.5725,260.00999999999993,5003.0,3436.0,"[1042.1766905500378, 466.40350382426584]","[295.1766905500383, 56.40350382426592]",21,9,1.066,1.0763,1.1148,"[13, 29]",2,"[0.4881, 0.9746]","[0.9383, 0.9073, 0.5617, 0.8858]",0.2
744,4351.160207555102,4835.854774493908,4351.160454838069,"[0.0, 0.0]","[92.0, 0.0]",95.86000000000001,122.15,1836.0,1092.0,"[935.170590416444, 389.5235481468103]","[355.1705904164444, 307.5235481468103]",12,4,0.8594,0.9656,0.9934,"[2, 8]",2,"[0.5659, 0.877]","[0.5619, 0.5395, 0.3254, 0.5411]",0.2
745,7440.463895829011,7977.871927413663,7456.0513485997935,"[0.0, 0.0]","[17.0, 0.0]",180.183,97.64699999999999,4016.0,735.0,"[2655.1380228200833, 812.71766727877]","[358.13802282008237, 320.7176672787699]",15,15,1.0791,1.012,0.9567,"[3, 30]",2,"[0.7081, 0.9276]","[0.2144, 0.6456, 0.8299, 0.6331]",0.2
746,8546.464681056048,9805.786850054263,8570.301165948269,"[0.0, 0.0]","[182.0, 105.0]",253.0,159.475,5740.5,3022.0,"[1854.1810481661587, 605.2260076763686]","[283.6810481661585, 31.226007676368525]",20,13,1.155,0.9883,1.1512,"[22, 25]",2,"[0.8434, 0.7273]","[0.5184, 0.6109, 0.8424, 0.4989]",0.2
747,11394.5372708308,12172.879826555327,11451.590092479739,"[0.0, 0.0]","[168.0, 38.0]",349.225,249.78999999999996,5505.5,3014.0,"[1959.8866194785758, 505.5492328390801]","[288.3866194785759, 95.5492328390801]",17,11,1.1877,1.1839,0.943,"[9, 11]",2,"[0.3336, 0.9943]","[0.6504, 0.4853, 0.4306, 0.4056]",0.2
748,6810.599344835533,7587.329992301397,6975.596784038479,"[0.0, 0.0]","[19.0, 0.0]",164.78000000000003,20.94,3848.5,468.0,"[2711.161308937727, 962.9161207946373]","[314.66130893772674, 470.91612079463766]",14,20,0.9678,1.1862,1.0735,"[0, 11]",2,"[0.6336, 0.9352]","[0.9199, 0.5585, 0.4195, 0.5145]",0.2
749,5292.659307497078,6081.415369189114,5315.770722084024,"[0.0, 0.0]","[111.0, 37.0]",159.82000000000002,27.86,3440.5,538.0,"[2003.6533031087413, 642.7390601989757]","[249.15330310874157, 68.73906019897548]",9,1,0.9123,1.1997,0.9072,"[19, 22]",2,"[0.4352, 0.3726]","[0.3269, 0.4501, 0.2847, 0.2149]",0.2
750,10767.985441279381,11046.362834874664,10757.857734223002,"[83.0, 0.0]","[215.0, 81.0]",304.41749999999996,375.4149999999999,5786.5,5490.0,"[412.1062834539607, 146.1986124860638]","[279.60628345396117, 64.19861248606392]",22,22,1.1494,1.1051,1.0052,"[8, 15]",2,"[0.8779, 0.2076]","[0.5223, 0.9258, 0.7923, 0.6343]",0.2
751,2784.075144015759,2879.415385949237,2784.075144017711,"[0.0, 0.0]","[0.0, 0.0]",90.9,0.0,2257.5,0.0,"[2652.5474292137706, 889.314934371552]","[1051.0474292137696, 561.314934371552]",10,0,0.9391,1.0082,1.0622,"[16, 23]",2,"[0.8022, 0.8586]","[0.9035, 0.5902, 0.7045, 0.2636]",0.2
752,4782.677628024,5435.768285824675,4783.847498295823,"[0.0, 0.0]","[0.0, 76.0]",159.385,3.9200000000000004,4126.0,164.0,"[2688.177076693916, 847.6009615501658]","[366.17707669391586, 27.600961550165835]",15,19,0.9479,0.9317,0.9694,"[10, 27]",2,"[0.9223, 0.5156]","[0.9849, 0.8072, 0.6092, 0.7152]",0.2
