,centralized_coupled,decoupled,coordinated,decoupled_wds_penalties,coordinated_wds_penalties,decoupled_wds_cost,coordinated_wds_cost,decoupled_wds_vol,coordinated_wds_vol,decoupled_final_vol,coordinated_final_vol,t,start_time,wds_demand_factor,pds_demand_factor,pv_factor,outage_lines,n_outage_lines,tanks_state,batteries_state,final_tanks_ratio
152,515.3598198449686,515.4149745288643,515.3598194895653,"[0.0, 0.0]","[192.0, 0.0]",46.25,0.0,570.0,0.0,"[897.485075404685, 264.45892514568664]","[327.485075404685, 264.45892514568664]",8,8,0.9479,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
153,515.3706211434319,541.0194845823434,515.3706219551706,"[0.0, 0.0]","[311.0, 0.0]",87.1,9.25,1036.0,114.0,"[1013.1650754046854, 292.52642514568663]","[255.165075404685, 210.52642514568663]",8,8,1.0329,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
154,515.3598198449686,528.9580110648155,515.3598194895653,"[0.0, 0.0]","[236.0, 0.0]",60.4,0.0,766.0,0.0,"[894.8514754046853, 336.43382514568657]","[292.8514754046853, 254.43382514568657]",8,8,0.9637,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
155,515.3598198449686,529.0483534397353,515.3598194895653,"[0.0, 0.0]","[280.0, 0.0]",78.9,0.0,994.0,0.0,"[1087.7794754046847, 326.2818251456867]","[257.7794754046852, 244.2818251456867]",8,8,0.9797,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
156,515.3598198449686,515.4262056917946,515.3598194895653,"[0.0, 0.0]","[10.0, 0.0]",55.5,0.0,684.0,0.0,"[1157.2530754046857, 306.65317514568653]","[473.25307540468566, 306.65317514568653]",8,8,0.8814,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
157,515.3598198449686,515.4040483094908,515.3598194895653,"[0.0, 0.0]","[64.0, 0.0]",37.0,0.0,456.0,0.0,"[886.5090754046846, 294.28042514568665]","[430.50907540468467, 294.28042514568665]",8,8,0.9009,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
158,515.3598198449686,515.4149530876839,515.3598194895653,"[0.0, 0.0]","[0.0, 0.0]",46.25,0.0,570.0,0.0,"[1095.641875404685, 321.8177251456866]","[525.6418754046849, 321.8177251456866]",8,8,0.8575,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
159,515.3816184720012,561.3033809723762,515.3815848279175,"[0.0, 0.0]","[281.0, 0.0]",94.8625,18.5,1119.0,228.0,"[1029.5282754046855, 273.2376251456867]","[302.52827540468553, 191.2376251456867]",8,8,1.0633,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
160,515.3816184115709,540.7878297338981,515.3817095969662,"[0.0, 0.0]","[247.0, 0.0]",94.8625,18.5,1119.0,228.0,"[1056.4898754046858, 281.0419751456868]","[329.48987540468556, 199.04197514568682]",8,8,1.051,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
161,515.3598198449686,528.9568773101987,515.3598194895653,"[0.0, 0.0]","[255.0, 0.0]",60.4,0.0,766.0,0.0,"[879.7266754046852, 332.05577514568665]","[277.72667540468524, 250.05577514568662]",8,8,0.9706,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
162,515.3926202750972,611.3530061227344,515.3933510199321,"[0.0, 0.0]","[357.0, 33.0]",136.58749999999998,27.75,1533.0,342.0,"[962.9650754046849, 393.0764251456867]","[263.9650754046852, 147.07642514568658]",8,8,1.1329,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
