Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly)
11/06 08:00:00,1.169961863,2.175748144,0,1.063206426,0,0.02949280685,0.02949280685,0.02949280685,0.2988254971,0.06470270013,0.262513577,0.4567012815
11/06 09:00:00,1.094445578,1.053545812,0,0,0,0,0,0,0.2907491295,0.0629539785,0.3344019166,0.3861145536
11/06 10:00:00,0.9515767419,0.927584809,0,0,0,0,0,0,0.1615273507,0.0349744325,0.4062342505,0.3286147082
11/06 11:00:00,0.9464917469,0.7962789713,0,0,0,0,0,0,0.1372982481,0.02972826763,0.4228960491,0.336343182
11/06 12:00:00,0.9654113621,0.6883996154,0,0,0,0,0,0,0.1372982481,0.02972826763,0.441712618,0.3364462284
11/06 13:00:00,0.9498535472,0.6085335151,0,0,0,0,0,0,0.1372982481,0.02972826763,0.4318223506,0.3307786809
11/06 14:00:00,0.9218278095,0.5684324502,0,0,0,0,0,0,0.1372982481,0.02972826763,0.3923584717,0.3422168222
11/06 15:00:00,0.9310806008,0.5313791697,0,0,0,0,0,0,0.1534509832,0.03322571088,0.3626914231,0.3614864836
11/06 16:00:00,1.041760088,0.5471450312,0,0,0,0,0,0,0.2180618217,0.04721548388,0.3746762665,0.3815805157
11/06 17:00:00,1.387562791,0.6127812861,0,0,0,0,0,0,0.3957419075,0.08568735963,0.4345646514,0.451342873
11/06 18:00:00,1.965646581,0.748608821,0,0,0,0,0,0,0.7026437746,0.1521387588,0.5423285894,0.5483094582
11/06 19:00:00,2.30384526,0.8712903912,0,0,0,0,0,0,0.9610874365,0.2080978508,0.4891353938,0.5952985792
11/06 20:00:00,2.196559018,0.9019647166,0,0,0,0,0,0,0.9610874365,0.2080978508,0.392682536,0.6144651944
11/06 21:00:00,2.082914132,0.8494741325,0,0,0,0,0,0,0.8884001262,0.1923593562,0.3463389602,0.6355896896
11/06 22:00:00,1.880333339,0.778363457,0,0,0,0,0,0,0.7511019798,0.1626310886,0.3256232509,0.6207510198
11/06 23:00:00,1.498866939,0.6586767437,0,0,0,0,0,0,0.5572692607,0.1206617921,0.2635294299,0.5371804559
12/06 1082136:00:00,1.139108501,0.5283265421,0,0,0,0,0,0,0.38766554,0.083938638,0.1804785022,0.4667998207
11/07 01:00:00,0.7739405868,0.3880107528,0,0,0,0,0,0,0.2019090867,0.04371804063,0.1219729058,0.3861145536
11/07 02:00:00,0.6281378394,0.3242182461,0,0,0,0,0,0,0.121145513,0.02623082438,0.1050257048,0.3555097972
