Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly)
04/01 11:00:00,1.062041777,4.691686932,0,3.536421442,0.09468935483,0.09468935483,0.09468935483,0.08483928304,0.0185470466,0.4880608101,0.3552052829
04/01 12:00:00,1.035945613,2.824845493,0,1.827643444,0.04893601665,0.04893601665,0.04893601665,0.08483928304,0.0185470466,0.5076091582,0.355314108
04/01 13:00:00,1.008613493,2.499060971,0,1.621774792,0.04342378623,0.04342378623,0.04342378623,0.08483928304,0.0185470466,0.4917746525,0.3493287249
04/01 14:00:00,0.952700606,1.484226107,0,0.6784704469,0.01816636675,0.01816636675,0.01816636675,0.08483928304,0.0185470466,0.4490395933,0.3614083163
04/01 15:00:00,0.9222718305,0.8247913703,0,0.07858783845,0.002104226502,0.002104226502,0.002104226502,0.08483928304,0.0185470466,0.4143226554,0.381758619
04/01 16:00:00,0.9523780616,0.8841784665,0,0.1205243431,0.003227096226,0.003227096226,0.003227096226,0.08483928304,0.0185470466,0.4220851129,0.4029795228
04/01 17:00:00,1.083038616,0.8567108061,0,0,0,0,0,0.09014173756,0.01970623686,0.475836494,0.476654148
04/01 18:00:00,1.342614092,1.744848933,0,0.7102305195,0.0190167577,0.0190167577,0.0190167577,0.121956465,0.02666137845,0.5752208782,0.5790586122
04/01 19:00:00,1.502191295,2.142386811,0,0.9329857183,0.02498113338,0.02498113338,0.02498113338,0.2227031336,0.04868600059,0.5264381482,0.6286828797
04/01 20:00:00,1.677260047,2.485139614,0,1.233464622,0.03302659799,0.03302659799,0.03302659799,0.4401038427,0.09621279428,0.4382924551,0.6489243572
04/01 21:00:00,2.006803612,2.662615735,0,1.494145471,0.04000645086,0.04000645086,0.04000645086,0.7211339435,0.1576499044,0.3960798006,0.6712335125
04/01 22:00:00,2.05098023,2.816691688,0,1.763837044,0.04722757015,0.04722757015,0.04722757015,0.7794609132,0.1704009902,0.3776280651,0.6555626912
04/01 23:00:00,1.672324765,3.324314207,0,2.454411308,0.06571802231,0.06571802231,0.06571802231,0.5832701041,0.1275109528,0.3078201895,0.5673054962
05/01 1078344:00:00,1.290071933,3.489723409,0,2.821115558,0.07553670185,0.07553670185,0.07553670185,0.4029865657,0.08809846481,0.2097722808,0.4929779202
04/02 01:00:00,0.7702980089,4.037587118,0,3.676154881,0.09843078366,0.09843078366,0.09843078366,0.1272588869,0.02782056158,0.1206410163,0.3754467604
04/02 02:00:00,0.7115950477,4.521205865,0,4.184610071,0.1120449116,0.1120449116,0.1120449116,0.08483928304,0.0185470466,0.104370052,0.3710937545
04/02 03:00:00,0.7072544618,4.96201849,0,4.617215088,0.1236281153,0.1236281153,0.1236281153,0.08483928304,0.0185470466,0.09366986951,0.3658701474
04/02 04:00:00,0.7150342409,5.367390941,0,4.948949687,0.1325104659,0.1325104659,0.1325104659,0.08483928304,0.0185470466,0.1063880918,0.3520493536
04/02 05:00:00,0.7832393372,5.871462372,0,5.132708337,0.1374306906,0.1374306906,0.1374306906,0.09014173756,0.01970623686,0.1224018881,0.3928587841
04/02 06:00:00,0.9840307988,6.454676031,0,5.116895175,0.1370072857,0.1370072857,0.1370072857,0.1484687919,0.03245734164,0.1914876875,0.4539096921
04/02 07:00:00,1.286519858,5.880718042,0,4.371048702,0.117036894,0.117036894,0.117036894,0.2757276788,0.06027790323,0.2929643261,0.4823130557
04/02 08:00:00,1.174376418,5.083756761,0,3.615154874,0.09679747968,0.09679747968,0.09679747968,0.2227031336,0.04868600059,0.3777219743,0.4077678294
04/02 09:00:00,1.034906598,4.086025832,0,2.757674122,0.07383802743,0.07383802743,0.07383802743,0.1060491014,0.02318380765,0.4640922652,0.3470433968
04/02 10:00:00,1.034213023,3.654412323,0,2.497083868,0.06686060028,0.06686060028,0.06686060028,0.08483928304,0.0185470466,0.4880608101,0.3552052829
04/02 11:00:00,1.036077487,2.838944064,0,1.83256864,0.04906789109,0.04906789109,0.04906789109,0.08483928304,0.0185470466,0.5076091582,0.355314108
04/02 12:00:00,1.006411287,2.4358146,0,1.539527659,0.04122158039,0.04122158039,0.04122158039,0.08483928304,0.0185470466,0.4917746525,0.3493287249
04/02 13:00:00,0.9670245293,2.039946804,0,1.2134348,0.03249029003,0.03249029003,0.03249029003,0.08483928304,0.0185470466,0.4490395933,0.3614083163
04/02 14:00:00,0.9555856387,2.086457584,0,1.322779076,0.03541803468,0.03541803468,0.03541803468,0.08483928304,0.0185470466,0.4143226554,0.381758619
04/02 15:00:00,0.9841155747,2.079925048,0,1.30584472,0.03496460931,0.03496460931,0.03496460931,0.08483928304,0.0185470466,0.4220851129,0.4029795228
04/02 16:00:00,1.123866412,2.39051592,0,1.524820723,0.04082779523,0.04082779523,0.04082779523,0.09014173756,0.01970623686,0.475836494,0.476654148
04/02 17:00:00,1.383750184,3.289194181,0,2.246565422,0.06015285052,0.06015285052,0.06015285052,0.121956465,0.02666137845,0.5752208782,0.5790586122
04/02 18:00:00,1.539667939,3.545631832,0,2.332648935,0.06245777726,0.06245777726,0.06245777726,0.2227031336,0.04868600059,0.5264381482,0.6286828797
04/02 19:00:00,1.714916768,3.892171705,0,2.639853261,0.07068331822,0.07068331822,0.07068331822,0.4401038427,0.09621279428,0.4382924551,0.6489243572
04/02 20:00:00,2.041475166,3.960120554,0,2.789045272,0.07467800479,0.07467800479,0.07467800479,0.7211339435,0.1576499044,0.3960798006,0.6712335125
04/02 21:00:00,2.084757213,4.083889781,0,3.025326769,0.08100455351,0.08100455351,0.08100455351,0.7794609132,0.1704009902,0.3776280651,0.6555626912
04/02 22:00:00,1.704673205,4.539499068,0,3.66254836,0.09806646265,0.09806646265,0.09806646265,0.5832701041,0.1275109528,0.3078201895,0.5673054962
04/02 23:00:00,1.328606601,4.934265929,0,4.260293455,0.11407137,0.11407137,0.11407137,0.4029865657,0.08809846481,0.2097722808,0.4929779202
05/02 1079088:00:00,0.9518505595,5.333822503,0,4.872298363,0.1304580905,0.1304580905,0.1304580905,0.2067957591,0.04520842742,0.1409204531,0.4077678294
04/03 01:00:00,0.8099674573,5.691433902,0,5.329694696,0.1427050934,0.1427050934,0.1427050934,0.1272588869,0.02782056158,0.1160361549,0.3754467604
04/03 02:00:00,0.7503625688,6.086438316,0,5.746261915,0.1538588775,0.1538588775,0.1538588775,0.08483928304,0.0185470466,0.1013236072,0.3710937545
04/03 03:00:00,0.747752278,6.537158266,0,6.189205565,0.165718903,0.165718903,0.165718903,0.08483928304,0.0185470466,0.09207689799,0.3658701474
04/03 04:00:00,0.7618674988,7.229152738,0,6.814448278,0.182460072,0.182460072,0.182460072,0.08483928304,0.0185470466,0.1032717436,0.3520493536
04/03 05:00:00,0.8386974811,8.092013656,0,7.382439645,0.1976683092,0.1976683092,0.1976683092,0.09014173756,0.01970623686,0.1176224134,0.3928587841
04/03 06:00:00,1.04803381,9.228796976,0,7.97023201,0.2134067275,0.2134067275,0.2134067275,0.1484687919,0.03245734164,0.1790912566,0.4539096921
04/03 07:00:00,1.325276196,8.151675778,0,6.740552879,0.1804814878,0.1804814878,0.1804814878,0.2757276788,0.06027790323,0.2682760706,0.4823130557
04/03 08:00:00,1.219222555,8.070374423,0,6.703416147,0.1794871342,0.1794871342,0.1794871342,0.2227031336,0.04868600059,0.3398784569,0.4077678294
04/03 09:00:00,1.073382655,7.396898852,0,6.156766014,0.1648503187,0.1648503187,0.1648503187,0.1060491014,0.02318380765,0.4115560306,0.3470433968
04/03 10:00:00,1.070411883,7.162110101,0,6.067557836,0.1624617276,0.1624617276,0.1624617276,0.08483928304,0.0185470466,0.4286585428,0.3552052829
04/03 11:00:00,1.071482808,6.406844422,0,5.441924434,0.1457100977,0.1457100977,0.1457100977,0.08483928304,0.0185470466,0.4463722723,0.355314108
04/03 12:00:00,1.002540705,4.331181792,0,3.47818034,0.09312992181,0.09312992181,0.09312992181,0.08483928304,0.0185470466,0.4359957289,0.3493287249
04/03 13:00:00,0.9627514744,3.734737183,0,2.953073553,0.07906993951,0.07906993951,0.07906993951,0.08483928304,0.0185470466,0.3981868889,0.3614083163
04/03 14:00:00,0.9593619415,3.891381876,0,3.168602849,0.08484083823,0.08484083823,0.08484083823,0.08483928304,0.0185470466,0.3686761547,0.381758619
04/03 15:00:00,0.9690574581,3.092335744,0,2.35820156,0.06314196085,0.06314196085,0.06314196085,0.08483928304,0.0185470466,0.3788496447,0.4029795228
04/03 16:00:00,1.089573503,2.618978717,0,1.80908575,0.04843912562,0.04843912562,0.04843912562,0.09014173756,0.01970623686,0.433932255,0.476654148
04/03 17:00:00,1.333114644,2.862413801,0,1.895810765,0.05076122887,0.05076122887,0.05076122887,0.121956465,0.02666137845,0.5339769598,0.5790586122
04/03 18:00:00,1.481512879,2.765365157,0,1.655672685,0.04433141835,0.04433141835,0.04433141835,0.2227031336,0.04868600059,0.4864094469,0.6286828797
04/03 19:00:00,1.648056957,2.77450468,0,1.634918722,0.04377572118,0.04377572118,0.04377572118,0.4401038427,0.09621279428,0.398340242,0.6489243572
04/03 20:00:00,1.985409813,3.281453725,0,2.213863852,0.05927725054,0.05927725054,0.05927725054,0.7211339435,0.1576499044,0.3554152021,0.6712335125
04/03 21:00:00,2.034528734,3.673219967,0,2.700882608,0.07231740783,0.07231740783,0.07231740783,0.7794609132,0.1704009902,0.3360867315,0.6555626912
04/03 22:00:00,1.660534763,4.055849812,0,3.246880819,0.08693676787,0.08693676787,0.08693676787,0.5832701041,0.1275109528,0.2748114423,0.5673054962
04/03 23:00:00,1.301738477,4.567658585,0,3.933720738,0.1053272312,0.1053272312,0.1053272312,0.4029865657,0.08809846481,0.1916482946,0.4929779202
05/03 1079760:00:00,0.9418052274,5.232692108,0,4.783559121,0.1280820554,0.1280820554,0.1280820554,0.2067957591,0.04520842742,0.1332511562,0.4077678294
04/04 01:00:00,0.8089038283,5.654357688,0,5.289970694,0.1416414645,0.1416414645,0.1416414645,0.1272588869,0.02782056158,0.1160361549,0.3754467604
04/04 02:00:00,0.7405239704,5.720868255,0,5.378813741,0.1440202791,0.1440202791,0.1440202791,0.08483928304,0.0185470466,0.1013236072,0.3710937545
04/04 03:00:00,0.7303443813,5.887971483,0,5.539062164,0.1483110063,0.1483110063,0.1483110063,0.08483928304,0.0185470466,0.09207689799,0.3658701474
04/04 04:00:00,0.7432757509,6.535916969,0,6.12009086,0.1638683241,0.1638683241,0.1638683241,0.08483928304,0.0185470466,0.1032717436,0.3520493536
04/04 05:00:00,0.8079024563,6.942386246,0,6.232318954,0.1668732843,0.1668732843,0.1668732843,0.09014173756,0.01970623686,0.1176224134,0.3928587841
04/04 06:00:00,0.9975176152,7.341159066,0,6.083572693,0.1628905329,0.1628905329,0.1628905329,0.1484687919,0.03245734164,0.1790912566,0.4539096921
04/04 07:00:00,1.317276406,7.851501025,0,6.441779806,0.1724816976,0.1724816976,0.1724816976,0.2757276788,0.06027790323,0.2682760706,0.4823130557
04/04 08:00:00,1.177263243,6.499704912,0,5.136336003,0.1375278231,0.1375278231,0.1375278231,0.2227031336,0.04868600059,0.3398784569,0.4077678294
04/04 09:00:00,1.02660151,5.643571719,0,4.409601894,0.118069174,0.118069174,0.118069174,0.1060491014,0.02318380765,0.4115560306,0.3470433968
04/04 10:00:00,1.005425754,4.719639769,0,3.640480984,0.09747559822,0.09747559822,0.09747559822,0.08483928304,0.0185470466,0.4286585428,0.3552052829
04/04 11:00:00,0.9950877625,3.524283949,0,2.588751802,0.0693150525,0.0693150525,0.0693150525,0.08483928304,0.0185470466,0.4463722723,0.355314108
04/04 12:00:00,0.9484292064,2.279718094,0,1.457244988,0.03901842301,0.03901842301,0.03901842301,0.08483928304,0.0185470466,0.4359957289,0.3493287249
04/04 13:00:00,0.9200299523,2.121832019,0,1.357526651,0.03634841741,0.03634841741,0.03634841741,0.08483928304,0.0185470466,0.3981868889,0.3614083163
04/04 14:00:00,0.9057058008,1.872583427,0,1.164674034,0.03118469748,0.03118469748,0.03118469748,0.08483928304,0.0185470466,0.3686761547,0.381758619
04/04 15:00:00,0.9362730683,1.853288794,0,1.133782835,0.03035757105,0.03035757105,0.03035757105,0.08483928304,0.0185470466,0.3788496447,0.4029795228
04/04 16:00:00,1.072305101,1.96322273,0,1.164152151,0.03117072382,0.03117072382,0.03117072382,0.09014173756,0.01970623686,0.433932255,0.476654148
04/04 17:00:00,1.319665279,2.353071497,0,1.393509078,0.0373118639,0.0373118639,0.0373118639,0.121956465,0.02666137845,0.5339769598,0.5790586122
04/04 18:00:00,1.472967379,2.442567567,0,1.33651863,0.03578591774,0.03578591774,0.03578591774,0.2227031336,0.04868600059,0.4864094469,0.6286828797
04/04 19:00:00,1.651031478,2.883012565,0,1.746009979,0.04675024207,0.04675024207,0.04675024207,0.4401038427,0.09621279428,0.398340242,0.6489243572
04/04 20:00:00,1.976001282,2.928407086,0,1.862477655,0.0498687191,0.0498687191,0.0498687191,0.7211339435,0.1576499044,0.3554152021,0.6712335125
04/04 21:00:00,2.02126379,3.174043904,0,2.205468603,0.05905246377,0.05905246377,0.05905246377,0.7794609132,0.1704009902,0.3360867315,0.6555626912
04/04 22:00:00,1.64902097,3.623451684,0,2.816868107,0.07542297433,0.07542297433,0.07542297433,0.5832701041,0.1275109528,0.2748114423,0.5673054962
04/04 23:00:00,1.286215846,3.985623134,0,3.353987515,0.08980460024,0.08980460024,0.08980460024,0.4029865657,0.08809846481,0.1916482946,0.4929779202
05/04 1080504:00:00,0.9249184788,4.59981075,0,4.152879357,0.1111953067,0.1111953067,0.1111953067,0.2067957591,0.04520842742,0.1332511562,0.4077678294
04/05 01:00:00,0.8022523051,5.405062947,0,5.041552176,0.1349899413,0.1349899413,0.1349899413,0.1272588869,0.02782056158,0.1160361549,0.3754467604
04/05 02:00:00,0.7455258315,5.909968891,0,5.565621317,0.1490221401,0.1490221401,0.1490221401,0.08483928304,0.0185470466,0.1013236072,0.3710937545
04/05 03:00:00,0.7442849882,6.413152916,0,6.059710565,0.1622516132,0.1622516132,0.1622516132,0.08483928304,0.0185470466,0.09207689799,0.3658701474
04/05 04:00:00,0.755881985,7.011011257,0,6.590903618,0.1764745581,0.1764745581,0.1764745581,0.08483928304,0.0185470466,0.1032717436,0.3520493536
04/05 05:00:00,0.8253346901,7.599750119,0,6.883371289,0.1843055182,0.1843055182,0.1843055182,0.09014173756,0.01970623686,0.1176224134,0.3928587841
04/05 06:00:00,1.036668583,8.809959448,0,7.545767899,0.2020415004,0.2020415004,0.2020415004,0.1484687919,0.03245734164,0.1790912566,0.4539096921
04/05 07:00:00,1.32259717,8.05629011,0,6.640497641,0.1778024615,0.1778024615,0.1778024615,0.2757276788,0.06027790323,0.2682760706,0.4823130557
04/05 08:00:00,1.159786105,5.850425303,0,4.483606579,0.1200506844,0.1200506844,0.1200506844,0.2227031336,0.04868600059,0.3398784569,0.4077678294
04/05 09:00:00,1.001516885,4.703566135,0,3.472750995,0.09298454853,0.09298454853,0.09298454853,0.1060491014,0.02318380765,0.4115560306,0.3470433968
04/05 10:00:00,0.9848741949,3.945237386,0,2.87292931,0.07692403953,0.07692403953,0.07692403953,0.08483928304,0.0185470466,0.4286585428,0.3552052829
04/05 11:00:00,0.9792281813,2.927327837,0,1.99643429,0.05345547129,0.05345547129,0.05345547129,0.08483928304,0.0185470466,0.4463722723,0.355314108
04/05 12:00:00,0.9488475297,2.296804263,0,1.472868363,0.03943674626,0.03943674626,0.03943674626,0.08483928304,0.0185470466,0.4359957289,0.3493287249
04/05 13:00:00,0.9072572295,1.640574605,0,0.8804959348,0.02357569463,0.02357569463,0.02357569463,0.08483928304,0.0185470466,0.3981868889,0.3614083163
04/05 14:00:00,0.8745211033,0.6982257187,0,0,0,0,0,0.08483928304,0.0185470466,0.3686761547,0.381758619
04/05 15:00:00,0.9059154972,0.7083805556,0,0,0,0,0,0.08483928304,0.0185470466,0.3788496447,0.4029795228
04/05 16:00:00,1.041134377,0.788774266,0,0,0,0,0,0.09014173756,0.01970623686,0.433932255,0.476654148
04/05 17:00:00,1.290419786,1.253826443,0,0.3012597078,0.008066371002,0.008066371002,0.008066371002,0.121956465,0.02666137845,0.5339769598,0.5790586122
04/05 18:00:00,1.445304619,1.407397899,0,0.3033805784,0.008123158314,0.008123158314,0.008123158314,0.2227031336,0.04868600059,0.4864094469,0.6286828797
04/05 19:00:00,1.63013532,2.101801927,0,0.9655883226,0.02585408351,0.02585408351,0.02585408351,0.4401038427,0.09621279428,0.398340242,0.6489243572
04/05 20:00:00,1.969737464,2.692655245,0,1.628539001,0.04360490112,0.04360490112,0.04360490112,0.7211339435,0.1576499044,0.3554152021,0.6712335125
04/05 21:00:00,2.029011263,3.464750624,0,2.494818227,0.06679993666,0.06679993666,0.06679993666,0.7794609132,0.1704009902,0.3360867315,0.6555626912
04/05 22:00:00,1.64974068,3.650557101,0,2.843747562,0.07614268446,0.07614268446,0.07614268446,0.5832701041,0.1275109528,0.2748114423,0.5673054962
04/05 23:00:00,1.289436486,4.106262528,0,3.474270768,0.09302524116,0.09302524116,0.09302524116,0.4029865657,0.08809846481,0.1916482946,0.4929779202
05/05 1081224:00:00,0.9275384538,4.69621544,0,4.250729172,0.1138152818,0.1138152818,0.1138152818,0.2067957591,0.04520842742,0.1332511562,0.4077678294
04/06 01:00:00,0.7959328855,5.168829882,0,4.805536932,0.1286705216,0.1286705216,0.1286705216,0.1272588869,0.02782056158,0.1160361549,0.3754467604
04/06 02:00:00,0.7393015882,5.673885176,0,5.333160683,0.1427978969,0.1427978969,0.1427978969,0.08483928304,0.0185470466,0.1013236072,0.3710937545
04/06 03:00:00,0.7344013977,6.038447874,0,5.690582045,0.1523680227,0.1523680227,0.1523680227,0.08483928304,0.0185470466,0.09207689799,0.3658701474
04/06 04:00:00,0.7365360428,6.2823245,0,5.868378846,0.157128616,0.157128616,0.157128616,0.08483928304,0.0185470466,0.1032717436,0.3520493536
04/06 05:00:00,0.8017792217,6.711167388,0,6.003630756,0.1607500498,0.1607500498,0.1607500498,0.09014173756,0.01970623686,0.1176224134,0.3928587841
04/06 06:00:00,0.9913599625,7.107404864,0,5.853599057,0.1567328802,0.1567328802,0.1567328802,0.1484687919,0.03245734164,0.1790912566,0.4539096921
04/06 07:00:00,1.27939507,6.43225392,0,5.027002292,0.1346003613,0.1346003613,0.1346003613,0.2757276788,0.06027790323,0.2682760706,0.4823130557
04/06 08:00:00,1.166638776,6.098485981,0,4.739537496,0.1269033556,0.1269033556,0.1269033556,0.2227031336,0.04868600059,0.3398784569,0.4077678294
04/06 09:00:00,1.025215124,5.588913841,0,4.357823675,0.1166827877,0.1166827877,0.1166827877,0.1060491014,0.02318380765,0.4115560306,0.3470433968
04/06 10:00:00,1.029447499,5.621310043,0,4.537635838,0.1214973433,0.1214973433,0.1214973433,0.08483928304,0.0185470466,0.4286585428,0.3552052829
04/06 11:00:00,1.025910537,4.690539138,0,3.73990886,0.1001378266,0.1001378266,0.1001378266,0.08483928304,0.0185470466,0.4463722723,0.355314108
04/06 12:00:00,1.00652971,4.476644217,0,3.62716016,0.09711892686,0.09711892686,0.09711892686,0.08483928304,0.0185470466,0.4359957289,0.3493287249
04/06 13:00:00,0.9394134763,2.864687344,0,2.081455018,0.05573194145,0.05573194145,0.05573194145,0.08483928304,0.0185470466,0.3981868889,0.3614083163
04/06 14:00:00,0.9146614692,2.213759424,0,1.499146877,0.04014036588,0.04014036588,0.04014036588,0.08483928304,0.0185470466,0.3686761547,0.381758619
04/06 15:00:00,0.9442959457,2.157059756,0,1.433418163,0.03838044851,0.03838044851,0.03838044851,0.08483928304,0.0185470466,0.3788496447,0.4029795228
04/06 16:00:00,1.080675035,2.276937635,0,1.476749193,0.0395406573,0.0395406573,0.0395406573,0.09014173756,0.01970623686,0.433932255,0.476654148
04/06 17:00:00,1.326203848,2.599017186,0,1.637709031,0.04385043302,0.04385043302,0.04385043302,0.121956465,0.02666137845,0.5339769598,0.5790586122
04/06 18:00:00,1.485905394,2.930527698,0,1.819722636,0.04872393328,0.04872393328,0.04872393328,0.2227031336,0.04868600059,0.4864094469,0.6286828797
04/06 19:00:00,1.658447081,3.164685911,0,2.022965041,0.0541658447,0.0541658447,0.0541658447,0.4401038427,0.09621279428,0.398340242,0.6489243572
04/06 20:00:00,1.9847311,3.256558366,0,2.188515534,0.05859853735,0.05859853735,0.05859853735,0.7211339435,0.1576499044,0.3554152021,0.6712335125
04/06 21:00:00,2.031841208,3.571076782,0,2.600509947,0.06962988239,0.06962988239,0.06962988239,0.7794609132,0.1704009902,0.3360867315,0.6555626912
04/06 22:00:00,1.660920017,4.071647561,0,3.261269123,0.08732202149,0.08732202149,0.08732202149,0.5832701041,0.1275109528,0.2748114423,0.5673054962
04/06 23:00:00,1.305119582,4.69514852,0,4.059996974,0.1087083371,0.1087083371,0.1087083371,0.4029865657,0.08809846481,0.1916482946,0.4929779202
05/06 1081968:00:00,0.9418487923,5.233546787,0,4.785186163,0.1281256202,0.1281256202,0.1281256202,0.2067957591,0.04520842742,0.1332511562,0.4077678294
04/07 01:00:00,0.8168938139,5.95474127,0,5.588377589,0.1496314501,0.1496314501,0.1496314501,0.1272588869,0.02782056158,0.1160361549,0.3754467604
04/07 02:00:00,0.7537043732,6.21508739,0,5.871070335,0.1572006819,0.1572006819,0.1572006819,0.08483928304,0.0185470466,0.1013236072,0.3710937545
04/07 03:00:00,0.743007243,6.362666478,0,6.011989829,0.1609738679,0.1609738679,0.1609738679,0.08483928304,0.0185470466,0.09207689799,0.3658701474
04/07 04:00:00,0.766682957,7.410696773,0,6.994294148,0.1872755301,0.1872755301,0.1872755301,0.08483928304,0.0185470466,0.1032717436,0.3520493536
04/07 05:00:00,0.8251006246,7.58382163,0,6.874629499,0.1840714526,0.1840714526,0.1840714526,0.09014173756,0.01970623686,0.1176224134,0.3928587841
04/07 06:00:00,0.9999255515,7.428087991,0,6.173503367,0.1652984692,0.1652984692,0.1652984692,0.1484687919,0.03245734164,0.1790912566,0.4539096921
04/07 07:00:00,1.286807573,6.710515862,0,5.303841584,0.1420128641,0.1420128641,0.1420128641,0.2757276788,0.06027790323,0.2682760706,0.4823130557
04/07 08:00:00,1.164048498,6.00325648,0,4.64279678,0.1243130772,0.1243130772,0.1243130772,0.2227031336,0.04868600059,0.3398784569,0.4077678294
04/07 09:00:00,1.010859782,5.051140344,0,3.82168589,0.1023274452,0.1023274452,0.1023274452,0.1060491014,0.02318380765,0.4115560306,0.3470433968
04/07 10:00:00,1.004881275,4.689781147,0,3.620146019,0.09693111993,0.09693111993,0.09693111993,0.08483928304,0.0185470466,0.4286585428,0.3552052829
04/07 11:00:00,0.9755103753,2.781659541,0,1.857583106,0.04973766524,0.04973766524,0.04973766524,0.08483928304,0.0185470466,0.4463722723,0.355314108
04/07 12:00:00,0.9382075867,1.884729391,0,1.075491883,0.02879680326,0.02879680326,0.02879680326,0.08483928304,0.0185470466,0.4359957289,0.3493287249
04/07 13:00:00,0.9141814078,1.889903615,0,1.13909747,0.0304998729,0.0304998729,0.0304998729,0.08483928304,0.0185470466,0.3981868889,0.3614083163
04/07 14:00:00,0.8848114531,1.078156376,0,0.3843200069,0.01029034975,0.01029034975,0.01029034975,0.08483928304,0.0185470466,0.3686761547,0.381758619
04/07 15:00:00,0.9059154972,0.7069728927,0,0,0,0,0,0.08483928304,0.0185470466,0.3788496447,0.4029795228
04/07 16:00:00,1.041134377,0.7890652112,0,0,0,0,0,0.09014173756,0.01970623686,0.433932255,0.476654148
04/07 17:00:00,1.290193962,1.248782629,0,0.2928256972,0.007840546382,0.007840546382,0.007840546382,0.121956465,0.02666137845,0.5339769598,0.5790586122
04/07 18:00:00,1.454421291,1.749946995,0,0.6438665254,0.0172398304,0.0172398304,0.0172398304,0.2227031336,0.04868600059,0.4864094469,0.6286828797
04/07 19:00:00,1.638148786,2.403448386,0,1.26487216,0.03386754966,0.03386754966,0.03386754966,0.4401038427,0.09621279428,0.398340242,0.6489243572
04/07 20:00:00,1.979296685,3.052494758,0,1.985553114,0.05316412266,0.05316412266,0.05316412266,0.7211339435,0.1576499044,0.3554152021,0.6712335125
04/07 21:00:00,2.026603883,3.376493957,0,2.404908346,0.06439255711,0.06439255711,0.06439255711,0.7794609132,0.1704009902,0.3360867315,0.6555626912
04/07 22:00:00,1.672456702,4.501542244,0,3.692136795,0.09885870698,0.09885870698,0.09885870698,0.5832701041,0.1275109528,0.2748114423,0.5673054962
04/07 23:00:00,1.318287891,5.186569029,0,4.551801868,0.1218766454,0.1218766454,0.1218766454,0.4029865657,0.08809846481,0.1916482946,0.4929779202
05/07 1082688:00:00,0.952486757,5.630973551,0,5.18248876,0.1387635849,0.1387635849,0.1387635849,0.2067957591,0.04520842742,0.1332511562,0.4077678294
04/08 01:00:00,0.8235623438,6.039263744,0,5.665450681,0.1516951185,0.1516951185,0.1516951185,0.1272588869,0.02782056158,0.1206410163,0.3754467604
04/08 02:00:00,0.7555321193,6.175098914,0,5.825554843,0.1559819831,0.1559819831,0.1559819831,0.08483928304,0.0185470466,0.104370052,0.3710937545
04/08 03:00:00,0.7432638568,6.320259742,0,5.96208006,0.1596375103,0.1596375103,0.1596375103,0.08483928304,0.0185470466,0.09366986951,0.3658701474
04/08 04:00:00,0.7467971558,6.565870432,0,6.135218762,0.1642733808,0.1642733808,0.1642733808,0.08483928304,0.0185470466,0.1063880918,0.3520493536
04/08 05:00:00,0.8070781203,6.77214822,0,6.02303,0.1612694737,0.1612694737,0.1612694737,0.09014173756,0.01970623686,0.1224018881,0.3928587841
04/08 06:00:00,1.001546544,7.116113763,0,5.771066473,0.1545230313,0.1545230313,0.1545230313,0.1484687919,0.03245734164,0.1914876875,0.4539096921
04/08 07:00:00,1.306148856,6.620129753,0,5.104144942,0.1366658922,0.1366658922,0.1366658922,0.2757276788,0.06027790323,0.2929643261,0.4823130557
04/08 08:00:00,1.188173119,5.602270071,0,4.130428741,0.1105941809,0.1105941809,0.1105941809,0.2227031336,0.04868600059,0.3777219743,0.4077678294
04/08 09:00:00,1.045630714,4.485029886,0,3.158194236,0.08456214271,0.08456214271,0.08456214271,0.1060491014,0.02318380765,0.4640922652,0.3470433968
04/08 10:00:00,1.042215333,3.951115856,0,2.795951073,0.07486291087,0.07486291087,0.07486291087,0.08483928304,0.0185470466,0.4880608101,0.3552052829
04/08 11:00:00,1.033127521,2.720383115,0,1.722394433,0.04611792465,0.04611792465,0.04611792465,0.08483928304,0.0185470466,0.5076091582,0.355314108
04/08 12:00:00,0.9843313571,1.589375745,0,0.7148949514,0.01914165006,0.01914165006,0.01914165006,0.08483928304,0.0185470466,0.4917746525,0.3493287249
04/08 13:00:00,0.9489775514,1.345088334,0,0.5394232385,0.01444331205,0.01444331205,0.01444331205,0.08483928304,0.0185470466,0.4490395933,0.3614083163
04/08 14:00:00,0.920167604,0.7430832689,0,0,0,0,0,0.08483928304,0.0185470466,0.4143226554,0.381758619
04/08 15:00:00,0.9491509654,0.7551234732,0,0,0,0,0,0.08483928304,0.0185470466,0.4220851129,0.4029795228
04/08 16:00:00,1.083038616,0.8479604627,0,0,0,0,0,0.09014173756,0.01970623686,0.475836494,0.476654148
04/08 17:00:00,1.324037489,1.041638172,0,0.01643873612,0.0004401549258,0.0004401549258,0.0004401549258,0.121956465,0.02666137845,0.5752208782,0.5790586122
04/08 18:00:00,1.477210162,1.193654259,0,0,0,0,0,0.2227031336,0.04868600059,0.5264381482,0.6286828797
