Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly)
01/01 01:00:00,1.067077342,8.039859992,0,7.532231258,0.2016790504,0.2016790504,0.2016790504,0.2100859208,0.0459277025,0.1228371479,0.4658475202
01/01 02:00:00,0.9043330531,7.973304642,0,7.55890499,0.2023932522,0.2023932522,0.2023932522,0.1225501024,0.02679115583,0.1029756859,0.4289228568
01/01 03:00:00,0.8470184173,8.202160032,0,7.813108204,0.2091996633,0.2091996633,0.2091996633,0.08753578586,0.01913653954,0.08649659032,0.4239498382
01/01 04:00:00,0.8331126564,8.291425455,0,7.895752668,0.2114125079,0.2114125079,0.2114125079,0.08753578586,0.01913653954,0.07634560719,0.4179822159
01/01 05:00:00,0.8307433523,8.356757824,0,7.888415066,0.2112160401,0.2112160401,0.2112160401,0.08753578586,0.01913653954,0.08996210506,0.4021928817
01/01 06:00:00,0.8848728798,8.336354912,0,7.547587864,0.2020902308,0.2020902308,0.2020902308,0.08753578586,0.01913653954,0.1065953922,0.4488149314
01/01 07:00:00,1.161624836,8.841488567,0,7.452444013,0.1995427092,0.1995427092,0.1995427092,0.2013322955,0.04401403833,0.1774742756,0.5185615177
01/01 08:00:00,1.572413204,8.311614658,0,6.750817325,0.1807563232,0.1807563232,0.1807563232,0.4114182164,0.08994174084,0.2810864593,0.5510104642
01/01 09:00:00,1.477590601,6.930300822,0,5.414174812,0.1449670884,0.1449670884,0.1449670884,0.3939110719,0.08611443626,0.3660504839,0.4658475202
01/01 10:00:00,1.229692016,5.650048248,0,4.28206177,0.1146542269,0.1146542269,0.1146542269,0.2013322955,0.04401403833,0.4525175454,0.3964739103
01/01 11:00:00,1.207586792,5.012297011,0,3.817975126,0.1022280877,0.1022280877,0.1022280877,0.1663180116,0.03635942917,0.4761829433,0.4057983202
01/01 12:00:00,1.188903193,3.377369693,0,2.33912132,0.06263107841,0.06263107841,0.06263107841,0.1663180116,0.03635942917,0.4969720281,0.4059226457
01/01 13:00:00,1.134642235,2.069848592,0,1.148965854,0.03076410355,0.03076410355,0.03076410355,0.1663180116,0.03635942917,0.4814159451,0.3990847451
01/01 14:00:00,1.088298616,1.421935186,0,0.5683335911,0.0152174004,0.0152174004,0.0152174004,0.1663180116,0.03635942917,0.4368189035,0.4128848718
01/01 15:00:00,1.072180421,0.7921655091,0,0,0,0,0,0.1750715283,0.03827306958,0.4020020896,0.4361337339
01/01 16:00:00,1.159484386,0.8048997777,0,0,0,0,0,0.2188394375,0.04784134292,0.4117264056,0.4603771997
01/01 17:00:00,1.511794186,1.945938223,0,1.043857035,0.02794976527,0.02794976527,0.02794976527,0.3676503071,0.0803734675,0.4705751059,0.54454554
01/01 18:00:00,2.156071839,3.465862966,0,2.380015985,0.0637260524,0.0637260524,0.0637260524,0.6827790797,0.1492649975,0.578065906,0.6615358033
01/01 19:00:00,2.592107297,3.613322622,0,2.353595189,0.06301862309,0.06301862309,0.06301862309,1.015415209,0.2219838558,0.5227613937,0.7182282157
01/01 20:00:00,2.577619108,4.220016575,0,2.91760381,0.07812022038,0.07812022038,0.07812022038,1.07669026,0.2353794338,0.4253764414,0.7413527523
01/01 21:00:00,2.407254823,5.311000258,0,4.088748583,0.109478175,0.109478175,0.109478175,0.9278793907,0.2028473092,0.3795104754,0.7668394728
01/01 22:00:00,2.212374299,6.103232839,0,4.994841073,0.1337392295,0.1337392295,0.1337392295,0.7790685235,0.1703152083,0.3596147321,0.7489366057
01/01 23:00:00,1.833680425,6.938383374,0,6.013435786,0.1610125841,0.1610125841,0.1610125841,0.5864897446,0.1282148104,0.2891546333,0.648108653
02/01 1078272:00:00,1.454091918,7.741008954,0,7.01711498,0.1878865687,0.1878865687,0.1878865687,0.4026645911,0.08802807667,0.1916183221,0.5631943599
01/02 01:00:00,1.072549763,8.515530891,0,8.023043067,0.2148207685,0.2148207685,0.2148207685,0.2100859208,0.0459277025,0.115167851,0.4658475202
01/02 02:00:00,0.9347666949,9.275966814,0,8.867509468,0.2374317553,0.2374317553,0.2374317553,0.1225501024,0.02679115583,0.09837082448,0.4289228568
01/02 03:00:00,0.8882888326,9.856939664,0,9.468237174,0.2535165234,0.2535165234,0.2535165234,0.08753578586,0.01913653954,0.0834501455,0.4239498382
01/02 04:00:00,0.8893112881,10.44966135,0,10.05413114,0.2692041111,0.2692041111,0.2692041111,0.08753578586,0.01913653954,0.07475263567,0.4179822159
01/02 05:00:00,0.8956025213,10.8914687,0,10.42713842,0.2791915573,0.2791915573,0.2791915573,0.08753578586,0.01913653954,0.08684575686,0.4021928817
01/02 06:00:00,0.9614279378,11.34643299,0,10.58523857,0.2834247634,0.2834247634,0.2834247634,0.08753578586,0.01913653954,0.1018159176,0.4488149314
01/02 07:00:00,1.258160507,12.83334903,0,11.52079805,0.3084748105,0.3084748105,0.3084748105,0.2013322955,0.04401403833,0.1650778447,0.5185615177
01/02 08:00:00,1.683199417,13.27619886,0,11.81046543,0.3162307914,0.3162307914,0.3162307914,0.4114182164,0.08994174084,0.2563982039,0.5510104642
01/02 09:00:00,1.521552079,9.887124036,0,8.469396202,0.2267720845,0.2267720845,0.2267720845,0.3939110719,0.08611443626,0.3282069664,0.4658475202
01/02 10:00:00,1.240712352,7.93466942,0,6.655748018,0.1782107976,0.1782107976,0.1782107976,0.2013322955,0.04401403833,0.3999813108,0.3964739103
01/02 11:00:00,1.20603472,7.098953417,0,5.978541868,0.160078283,0.160078283,0.160078283,0.1663180116,0.03635942917,0.416780676,0.4057983202
01/02 12:00:00,1.165104,4.715745357,0,3.737329801,0.1000687711,0.1000687711,0.1000687711,0.1663180116,0.03635942917,0.4357351423,0.4059226457
01/02 13:00:00,1.123718978,3.693690865,0,2.824217994,0.07561977105,0.07561977105,0.07561977105,0.1663180116,0.03635942917,0.4256370215,0.3990847451
01/02 14:00:00,1.088536203,3.284591115,0,2.476434041,0.06630769138,0.06630769138,0.06630769138,0.1663180116,0.03635942917,0.3859661991,0.4128848718
01/02 15:00:00,1.090041556,3.124687703,0,2.371858614,0.06350763493,0.06350763493,0.06350763493,0.1750715283,0.03827306958,0.3563555889,0.4361337339
01/02 16:00:00,1.17584309,2.992014992,0,2.225700127,0.0595941724,0.0595941724,0.0595941724,0.2188394375,0.04784134292,0.3684909374,0.4603771997
01/02 17:00:00,1.516106802,3.620909226,0,2.769946302,0.07416662084,0.07416662084,0.07416662084,0.3676503071,0.0803734675,0.428670867,0.54454554
01/02 18:00:00,2.150007839,4.71480658,0,3.693901991,0.09890597092,0.09890597092,0.09890597092,0.6827790797,0.1492649975,0.5368219875,0.6615358033
01/02 19:00:00,2.600460203,5.333541478,0,4.160532739,0.1114002297,0.1114002297,0.1114002297,1.015415209,0.2219838558,0.4827326923,0.7182282157
01/02 20:00:00,2.588561115,6.022490784,0,4.818381467,0.1290144401,0.1290144401,0.1290144401,1.07669026,0.2353794338,0.3854242283,0.7413527523
01/02 21:00:00,2.409000918,6.801187071,0,5.672686785,0.1518888686,0.1518888686,0.1518888686,0.9278793907,0.2028473092,0.3388458768,0.7668394728
01/02 22:00:00,2.212194549,7.570475605,0,6.539597513,0.1751008129,0.1751008129,0.1751008129,0.7790685235,0.1703152083,0.3180733985,0.7489366057
01/02 23:00:00,1.841494989,8.404061549,0,7.538089016,0.2018358946,0.2018358946,0.2018358946,0.5864897446,0.1282148104,0.2561458861,0.648108653
02/02 1079016:00:00,1.47623861,9.210569749,0,8.521128684,0.2281572462,0.2281572462,0.2281572462,0.4026645911,0.08802807667,0.1734943359,0.5631943599
01/03 01:00:00,1.113642264,10.05922963,0,9.557749927,0.2559132697,0.2559132697,0.2559132697,0.2100859208,0.0459277025,0.115167851,0.4658475202
01/03 02:00:00,0.9708270371,10.63321688,0,10.2142772,0.2734920975,0.2734920975,0.2734920975,0.1225501024,0.02679115583,0.09837082448,0.4289228568
01/03 03:00:00,0.9227227614,11.15222386,0,10.75426224,0.2879504522,0.2879504522,0.2879504522,0.08753578586,0.01913653954,0.0834501455,0.4239498382
01/03 04:00:00,0.9235532668,11.73773748,0,11.33298733,0.3034460899,0.3034460899,0.3034460899,0.08753578586,0.01913653954,0.07475263567,0.4179822159
01/03 05:00:00,0.9295083342,12.16699008,0,11.69343962,0.3130973702,0.3130973702,0.3130973702,0.08753578586,0.01913653954,0.08684575686,0.4021928817
01/03 06:00:00,0.9946052007,12.59476589,0,11.82433017,0.3166020264,0.3166020264,0.3166020264,0.08753578586,0.01913653954,0.1018159176,0.4488149314
01/03 07:00:00,1.292159606,14.11244755,0,12.79058328,0.3424739099,0.3424739099,0.3424739099,0.2013322955,0.04401403833,0.1650778447,0.5185615177
01/03 08:00:00,1.689081908,13.50631851,0,12.03016243,0.3221132826,0.3221132826,0.3221132826,0.4114182164,0.08994174084,0.2563982039,0.5510104642
01/03 09:00:00,1.552257778,11.04386889,0,9.616180762,0.2574777829,0.2574777829,0.2574777829,0.3939110719,0.08611443626,0.3282069664,0.4658475202
01/03 10:00:00,1.254320209,8.452912618,0,7.163968993,0.1918186543,0.1918186543,0.1918186543,0.2013322955,0.04401403833,0.3999813108,0.3964739103
01/03 11:00:00,1.202407141,6.970154308,0,5.843060447,0.1564507039,0.1564507039,0.1564507039,0.1663180116,0.03635942917,0.416780676,0.4057983202
01/03 12:00:00,1.17562592,5.11365506,0,4.130298402,0.110590691,0.110590691,0.110590691,0.1663180116,0.03635942917,0.4357351423,0.4059226457
01/03 13:00:00,1.136020839,4.160412596,0,3.283663136,0.08792163177,0.08792163177,0.08792163177,0.1663180116,0.03635942917,0.4256370215,0.3990847451
01/03 14:00:00,1.087900646,3.269626171,0,2.452697495,0.06567213417,0.06567213417,0.06567213417,0.1663180116,0.03635942917,0.3859661991,0.4128848718
01/03 15:00:00,1.082440576,2.848720773,0,2.087980179,0.05590665573,0.05590665573,0.05590665573,0.1750715283,0.03827306958,0.3563555889,0.4361337339
01/03 16:00:00,1.176062241,3.005422608,0,2.233884904,0.05981332367,0.05981332367,0.05981332367,0.2188394375,0.04784134292,0.3684909374,0.4603771997
01/03 17:00:00,1.518130597,3.701352595,0,2.8455302,0.07619041543,0.07619041543,0.07619041543,0.3676503071,0.0803734675,0.428670867,0.54454554
01/03 18:00:00,2.16183057,5.16086781,0,4.135452784,0.110728702,0.110728702,0.110728702,0.6827790797,0.1492649975,0.5368219875,0.6615358033
01/03 19:00:00,2.608254754,5.628397099,0,4.451640631,0.119194781,0.119194781,0.119194781,1.015415209,0.2219838558,0.4827326923,0.7182282157
01/03 20:00:00,2.598112284,6.382744003,0,5.175094848,0.1385656094,0.1385656094,0.1385656094,1.07669026,0.2353794338,0.3854242283,0.7413527523
01/03 21:00:00,2.421317313,7.264749507,0,6.132674743,0.1642052635,0.1642052635,0.1642052635,0.9278793907,0.2028473092,0.3388458768,0.7668394728
01/03 22:00:00,2.227267195,8.135421975,0,7.102524856,0.1901734585,0.1901734585,0.1901734585,0.7790685235,0.1703152083,0.3180733985,0.7489366057
01/03 23:00:00,1.855744026,8.940211398,0,8.070256564,0.2160849321,0.2160849321,0.2160849321,0.5864897446,0.1282148104,0.2561458861,0.648108653
02/03 1079688:00:00,1.490426912,9.74468318,0,9.051027923,0.2423455486,0.2423455486,0.2423455486,0.4026645911,0.08802807667,0.1734943359,0.5631943599
01/04 01:00:00,1.127453397,10.57826881,0,10.07356277,0.2697244024,0.2697244024,0.2697244024,0.2100859208,0.0459277025,0.115167851,0.4658475202
01/04 02:00:00,0.9857178053,11.19257165,0,10.77041186,0.2883828657,0.2883828657,0.2883828657,0.1225501024,0.02679115583,0.09837082448,0.4289228568
01/04 03:00:00,0.9378399,11.72031285,0,11.3188513,0.3030675909,0.3030675909,0.3030675909,0.08753578586,0.01913653954,0.0834501455,0.4239498382
01/04 04:00:00,0.9352712813,12.18053545,0,11.77062721,0.3151641044,0.3151641044,0.3151641044,0.08753578586,0.01913653954,0.07475263567,0.4179822159
01/04 05:00:00,0.9410508797,12.60231404,0,12.12452615,0.3246399158,0.3246399158,0.3246399158,0.08753578586,0.01913653954,0.08684575686,0.4021928817
01/04 06:00:00,1.008668901,13.12480873,0,12.34957581,0.3306657266,0.3306657266,0.3306657266,0.08753578586,0.01913653954,0.1018159176,0.4488149314
01/04 07:00:00,1.309073578,14.74980821,0,13.42227977,0.359387882,0.359387882,0.359387882,0.2013322955,0.04401403833,0.1650778447,0.5185615177
01/04 08:00:00,1.731459524,15.09384593,0,13.61286527,0.3644908987,0.3644908987,0.3644908987,0.4114182164,0.08994174084,0.2563982039,0.5510104642
01/04 09:00:00,1.561702166,11.40147354,0,9.968906117,0.2669221709,0.2669221709,0.2669221709,0.3939110719,0.08611443626,0.3282069664,0.4658475202
01/04 10:00:00,1.267114536,8.937320789,0,7.64180658,0.2046129814,0.2046129814,0.2046129814,0.2013322955,0.04401403833,0.3999813108,0.3964739103
01/04 11:00:00,1.250010482,8.762663301,0,7.620931647,0.2040540452,0.2040540452,0.2040540452,0.1663180116,0.03635942917,0.416780676,0.4057983202
01/04 12:00:00,1.200322833,6.052297335,0,5.052669169,0.1352876041,0.1352876041,0.1352876041,0.1663180116,0.03635942917,0.4357351423,0.4059226457
01/04 13:00:00,1.153060609,4.805542777,0,3.920057866,0.1049614013,0.1049614013,0.1049614013,0.1663180116,0.03635942917,0.4256370215,0.3990847451
01/04 14:00:00,1.108386632,4.039240761,0,3.217800196,0.08615812043,0.08615812043,0.08615812043,0.1663180116,0.03635942917,0.3859661991,0.4128848718
01/04 15:00:00,1.089575126,3.11907133,0,2.354438597,0.06304120575,0.06304120575,0.06304120575,0.1750715283,0.03827306958,0.3563555889,0.4361337339
01/04 16:00:00,1.174655753,2.955875669,0,2.181355935,0.0584068357,0.0584068357,0.0584068357,0.2188394375,0.04784134292,0.3684909374,0.4603771997
01/04 17:00:00,1.516791987,3.653003562,0,2.795536326,0.07485180583,0.07485180583,0.07485180583,0.3676503071,0.0803734675,0.428670867,0.54454554
01/04 18:00:00,2.15734196,4.994476785,0,3.967813911,0.106240092,0.106240092,0.106240092,0.6827790797,0.1492649975,0.5368219875,0.6615358033
01/04 19:00:00,2.596020178,5.172861892,0,3.994708398,0.1069602046,0.1069602046,0.1069602046,1.015415209,0.2219838558,0.4827326923,0.7182282157
01/04 20:00:00,2.593226399,6.202465231,0,4.992618696,0.1336797243,0.1336797243,0.1336797243,1.07669026,0.2353794338,0.3854242283,0.7413527523
01/04 21:00:00,2.406946718,6.730772682,0,5.595967319,0.1498346687,0.1498346687,0.1498346687,0.9278793907,0.2028473092,0.3388458768,0.7668394728
01/04 22:00:00,2.206672248,7.370364733,0,6.333352761,0.1695785123,0.1695785123,0.1695785123,0.7790685235,0.1703152083,0.3180733985,0.7489366057
01/04 23:00:00,1.834196905,8.137249824,0,7.265522993,0.1945378106,0.1945378106,0.1945378106,0.5864897446,0.1282148104,0.2561458861,0.648108653
02/04 1080432:00:00,1.467692878,8.896751395,0,8.201966,0.2196115145,0.2196115145,0.2196115145,0.4026645911,0.08802807667,0.1734943359,0.5631943599
01/05 01:00:00,1.102647184,9.653498345,0,9.147109913,0.2449181893,0.2449181893,0.2449181893,0.2100859208,0.0459277025,0.115167851,0.4658475202
01/05 02:00:00,0.9586077113,10.18124491,0,9.75791454,0.2612727718,0.2612727718,0.2612727718,0.1225501024,0.02679115583,0.09837082448,0.4289228568
01/05 03:00:00,0.9127203548,10.78143507,0,10.38069623,0.2779480457,0.2779480457,0.2779480457,0.08753578586,0.01913653954,0.0834501455,0.4239498382
01/05 04:00:00,0.9069050849,11.12086794,0,10.71121747,0.286797908,0.286797908,0.286797908,0.08753578586,0.01913653954,0.07475263567,0.4179822159
01/05 05:00:00,0.9111068908,11.48313787,0,11.00618962,0.2946959268,0.2946959268,0.2946959268,0.08753578586,0.01913653954,0.08684575686,0.4021928817
01/05 06:00:00,0.9805150892,12.0709185,0,11.29809812,0.3025119148,0.3025119148,0.3025119148,0.08753578586,0.01913653954,0.1018159176,0.4488149314
01/05 07:00:00,1.270940621,13.32292119,0,11.99810481,0.3212549247,0.3212549247,0.3212549247,0.2013322955,0.04401403833,0.1650778447,0.5185615177
01/05 08:00:00,1.644246519,11.83475783,0,10.35566764,0.2772778934,0.2772778934,0.2772778934,0.4114182164,0.08994174084,0.2563982039,0.5510104642
01/05 09:00:00,1.524579818,10.01290644,0,8.582475003,0.2297998228,0.2297998228,0.2297998228,0.3939110719,0.08611443626,0.3282069664,0.4658475202
01/05 10:00:00,1.253744921,8.435443333,0,7.142483361,0.1912433663,0.1912433663,0.1912433663,0.2013322955,0.04401403833,0.3999813108,0.3964739103
01/05 11:00:00,1.210234027,7.266868579,0,6.135375957,0.1642775898,0.1642775898,0.1642775898,0.1663180116,0.03635942917,0.416780676,0.4057983202
01/05 12:00:00,1.179573172,5.263987979,0,4.27771884,0.1145379429,0.1145379429,0.1145379429,0.1663180116,0.03635942917,0.4357351423,0.4059226457
01/05 13:00:00,1.136002003,4.159985374,0,3.282959648,0.08790279555,0.08790279555,0.08790279555,0.1663180116,0.03635942917,0.4256370215,0.3990847451
01/05 14:00:00,1.095051142,3.537972799,0,2.719751465,0.07282263037,0.07282263037,0.07282263037,0.1663180116,0.03635942917,0.3859661991,0.4128848718
01/05 15:00:00,1.098735866,3.459053398,0,2.696570351,0.07220194509,0.07220194509,0.07220194509,0.1750715283,0.03827306958,0.3563555889,0.4361337339
01/05 16:00:00,1.182899054,3.265325762,0,2.489223565,0.06665013693,0.06665013693,0.06665013693,0.2188394375,0.04784134292,0.3684909374,0.4603771997
01/05 17:00:00,1.543621753,4.659792305,0,3.79756404,0.1016815713,0.1016815713,0.1016815713,0.3676503071,0.0803734675,0.428670867,0.54454554
01/05 18:00:00,2.171978585,5.548153382,0,4.514456915,0.1208767167,0.1208767167,0.1208767167,0.6827790797,0.1492649975,0.5368219875,0.6615358033
01/05 19:00:00,2.599692997,5.316605623,0,4.131879428,0.1106330237,0.1106330237,0.1106330237,1.015415209,0.2219838558,0.4827326923,0.7182282157
01/05 20:00:00,2.585231105,5.908879388,0,4.694013539,0.1256844301,0.1256844301,0.1256844301,1.07669026,0.2353794338,0.3854242283,0.7413527523
01/05 21:00:00,2.398979923,6.436624312,0,5.298426521,0.1418678733,0.1418678733,0.1418678733,0.9278793907,0.2028473092,0.3388458768,0.7668394728
01/05 22:00:00,2.196651871,6.997523748,0,5.959115563,0.1595581345,0.1595581345,0.1595581345,0.7790685235,0.1703152083,0.3180733985,0.7489366057
01/05 23:00:00,1.821162887,7.651305268,0,6.778733515,0.1815037924,0.1815037924,0.1815037924,0.5864897446,0.1282148104,0.2561458861,0.648108653
02/05 1081152:00:00,1.450562603,8.25661793,0,7.562191092,0.2024812391,0.2024812391,0.2024812391,0.4026645911,0.08802807667,0.1734943359,0.5631943599
01/06 01:00:00,1.075708048,8.647248419,0,8.140997477,0.2179790535,0.2179790535,0.2179790535,0.2100859208,0.0459277025,0.115167851,0.4658475202
01/06 02:00:00,0.9302028052,9.117377029,0,8.697059079,0.2328678656,0.2328678656,0.2328678656,0.1225501024,0.02679115583,0.09837082448,0.4289228568
01/06 03:00:00,0.8728849347,9.290765092,0,8.892938347,0.2381126255,0.2381126255,0.2381126255,0.08753578586,0.01913653954,0.0834501455,0.4239498382
01/06 04:00:00,0.8604546832,9.380882522,0,8.97640581,0.2403475063,0.2403475063,0.2403475063,0.08753578586,0.01913653954,0.07475263567,0.4179822159
01/06 05:00:00,0.8561313258,9.423384458,0,8.952983461,0.2397203618,0.2397203618,0.2397203618,0.08753578586,0.01913653954,0.08684575686,0.4021928817
01/06 06:00:00,0.913088238,9.545844613,0,8.779866135,0.2350850636,0.2350850636,0.2350850636,0.08753578586,0.01913653954,0.1018159176,0.4488149314
01/06 07:00:00,1.174521278,9.713893686,0,8.397072458,0.2248355821,0.2248355821,0.2248355821,0.2013322955,0.04401403833,0.1650778447,0.5185615177
01/06 08:00:00,1.605231568,10.36849403,0,8.898552351,0.2382629432,0.2382629432,0.2382629432,0.4114182164,0.08994174084,0.2563982039,0.5510104642
01/06 09:00:00,1.48695163,8.599838237,0,7.177151998,0.1921716355,0.1921716355,0.1921716355,0.3939110719,0.08611443626,0.3282069664,0.4658475202
01/06 10:00:00,1.224285503,7.330351384,0,6.042244384,0.1617839479,0.1617839479,0.1617839479,0.2013322955,0.04401403833,0.3999813108,0.3964739103
01/06 11:00:00,1.204026979,7.030627628,0,5.903557522,0.1580705417,0.1580705417,0.1580705417,0.1663180116,0.03635942917,0.416780676,0.4057983202
01/06 12:00:00,1.201158187,6.07368974,0,5.083867667,0.1361229586,0.1361229586,0.1361229586,0.1663180116,0.03635942917,0.4357351423,0.4059226457
01/06 13:00:00,1.161928366,5.136245675,0,4.251247439,0.1138291586,0.1138291586,0.1138291586,0.1663180116,0.03635942917,0.4256370215,0.3990847451
01/06 14:00:00,1.133257565,4.973494018,0,4.146670198,0.1110290536,0.1110290536,0.1110290536,0.1663180116,0.03635942917,0.3859661991,0.4128848718
01/06 15:00:00,1.113446434,4.016255261,0,3.245974965,0.08691251319,0.08691251319,0.08691251319,0.1750715283,0.03827306958,0.3563555889,0.4361337339
01/06 16:00:00,1.197325308,3.808052194,0,3.028009699,0.08107639021,0.08107639021,0.08107639021,0.2188394375,0.04784134292,0.3684909374,0.4603771997
01/06 17:00:00,1.525481968,3.980476393,0,3.120086374,0.08354178669,0.08354178669,0.08354178669,0.3676503071,0.0803734675,0.428670867,0.54454554
01/06 18:00:00,2.139599681,4.332560303,0,3.305182144,0.08849781338,0.08849781338,0.08849781338,0.6827790797,0.1492649975,0.5368219875,0.6615358033
01/06 19:00:00,2.558196379,3.759757196,0,2.582079791,0.06913640626,0.06913640626,0.06913640626,1.015415209,0.2219838558,0.4827326923,0.7182282157
01/06 20:00:00,2.533006955,3.947272554,0,2.74356616,0.07346028009,0.07346028009,0.07346028009,1.07669026,0.2353794338,0.3854242283,0.7413527523
01/06 21:00:00,2.347204958,4.489907407,0,3.364755131,0.09009290824,0.09009290824,0.09009290824,0.9278793907,0.2028473092,0.3388458768,0.7668394728
01/06 22:00:00,2.139720921,4.857811879,0,3.832880452,0.1026271849,0.1026271849,0.1026271849,0.7790685235,0.1703152083,0.3180733985,0.7489366057
01/06 23:00:00,1.757904496,5.274450667,0,4.416183567,0.1182454014,0.1182454014,0.1182454014,0.5864897446,0.1282148104,0.2561458861,0.648108653
02/06 1081896:00:00,1.382502988,5.700099646,0,5.020326902,0.1344216246,0.1344216246,0.1344216246,0.4026645911,0.08802807667,0.1734943359,0.5631943599
01/07 01:00:00,1.012271295,5.991118934,0,5.485356197,0.1468730036,0.1468730036,0.1468730036,0.2100859208,0.0459277025,0.1228371479,0.4658475202
01/07 02:00:00,0.8562652081,6.176002385,0,5.763685685,0.1543254072,0.1543254072,0.1543254072,0.1225501024,0.02679115583,0.1029756859,0.4289228568
01/07 03:00:00,0.7954896707,6.275390213,0,5.888632485,0.1576709168,0.1576709168,0.1576709168,0.08753578586,0.01913653954,0.08649659032,0.4239498382
01/07 04:00:00,0.7799374651,6.302833545,0,5.909786167,0.1582373166,0.1582373166,0.1582373166,0.08753578586,0.01913653954,0.07634560719,0.4179822159
01/07 05:00:00,0.7770565694,6.348947415,0,5.883341839,0.1575292572,0.1575292572,0.1575292572,0.08753578586,0.01913653954,0.08996210506,0.4021928817
01/07 06:00:00,0.8348924213,6.468137494,0,5.680937008,0.1521097722,0.1521097722,0.1521097722,0.08753578586,0.01913653954,0.1065953922,0.4488149314
01/07 07:00:00,1.104670575,6.714579606,0,5.325338274,0.1425884482,0.1425884482,0.1425884482,0.2013322955,0.04401403833,0.1774742756,0.5185615177
01/07 08:00:00,1.515110575,6.172452855,0,4.610700883,0.1234536944,0.1234536944,0.1234536944,0.4114182164,0.08994174084,0.2810864593,0.5510104642
01/07 09:00:00,1.452728276,6.005648142,0,4.485626318,0.1201047638,0.1201047638,0.1201047638,0.3939110719,0.08611443626,0.3660504839,0.4658475202
01/07 10:00:00,1.235705073,5.889463128,0,4.506635086,0.1206672835,0.1206672835,0.1206672835,0.2013322955,0.04401403833,0.4525175454,0.3964739103
01/07 11:00:00,1.229932358,5.873627781,0,4.652528674,0.1245736533,0.1245736533,0.1245736533,0.1663180116,0.03635942917,0.4761829433,0.4057983202
01/07 12:00:00,1.235088,5.134795962,0,4.064013649,0.1088158854,0.1088158854,0.1088158854,0.1663180116,0.03635942917,0.4969720281,0.4059226457
01/07 13:00:00,1.222929038,5.406088282,0,4.446267268,0.1190509067,0.1190509067,0.1190509067,0.1663180116,0.03635942917,0.4814159451,0.3990847451
01/07 14:00:00,1.200329232,5.643039167,0,4.752409741,0.127248016,0.127248016,0.127248016,0.1663180116,0.03635942917,0.4368189035,0.4128848718
01/07 15:00:00,1.197423111,5.50596279,0,4.67751558,0.1252426895,0.1252426895,0.1252426895,0.1750715283,0.03827306958,0.4020020896,0.4361337339
01/07 16:00:00,1.252750546,4.319328972,0,3.483268529,0.09326616047,0.09326616047,0.09326616047,0.2188394375,0.04784134292,0.4117264056,0.4603771997
01/07 17:00:00,1.589136442,4.855669814,0,3.932405756,0.1052920219,0.1052920219,0.1052920219,0.3676503071,0.0803734675,0.4705751059,0.54454554
01/07 18:00:00,2.206008976,5.344980136,0,4.245048879,0.1136631892,0.1136631892,0.1136631892,0.6827790797,0.1492649975,0.578065906,0.6615358033
01/07 19:00:00,2.62364327,4.802212248,0,3.531388495,0.0945545953,0.0945545953,0.0945545953,1.015415209,0.2219838558,0.5227613937,0.7182282157
01/07 20:00:00,2.589547029,4.672100903,0,3.363083205,0.09004814163,0.09004814163,0.09004814163,1.07669026,0.2353794338,0.4253764414,0.7413527523
01/07 21:00:00,2.401752016,5.107176903,0,3.883231872,0.1039753679,0.1039753679,0.1039753679,0.9278793907,0.2028473092,0.3795104754,0.7668394728
01/07 22:00:00,2.193199593,5.386070117,0,4.278711543,0.114564523,0.114564523,0.114564523,0.7790685235,0.1703152083,0.3596147321,0.7489366057
01/07 23:00:00,1.799450911,5.657049176,0,4.735045118,0.12678307,0.12678307,0.12678307,0.5864897446,0.1282148104,0.2891546333,0.648108653
02/07 1082616:00:00,1.409241413,6.058435282,0,5.342055637,0.1430360634,0.1430360634,0.1430360634,0.4026645911,0.08802807667,0.1916183221,0.5631943599
01/08 01:00:00,1.020749486,6.300966819,0,5.801996385,0.1553511942,0.1553511942,0.1553511942,0.2100859208,0.0459277025,0.1228371479,0.4658475202
01/08 02:00:00,0.8662793134,6.542925264,0,6.137688622,0.1643395125,0.1643395125,0.1643395125,0.1225501024,0.02679115583,0.1029756859,0.4289228568
01/08 03:00:00,0.8074341286,6.714662633,0,6.334729483,0.1696153746,0.1696153746,0.1696153746,0.08753578586,0.01913653954,0.08649659032,0.4239498382
01/08 04:00:00,0.794555666,6.842470157,0,6.455741087,0.1728555175,0.1728555175,0.1728555175,0.08753578586,0.01913653954,0.07634560719,0.4179822159
01/08 05:00:00,0.7936500728,6.962778985,0,6.503069595,0.1741227607,0.1741227607,0.1741227607,0.08753578586,0.01913653954,0.08996210506,0.4021928817
01/08 06:00:00,0.8541951997,7.183392394,0,6.401849719,0.1714125507,0.1714125507,0.1714125507,0.08753578586,0.01913653954,0.1065953922,0.4488149314
01/08 07:00:00,1.126227807,7.514594951,0,6.130449427,0.1641456796,0.1641456796,0.1641456796,0.2013322955,0.04401403833,0.1774742756,0.5185615177
